Date,22197,84077,84879,85099B,85123A
2021-09-29,305.0,190.0,8.0,137.0,0.0
2021-09-30,400.0,392.0,356.0,259.0,0.0
2021-10-01,416.0,349.0,0.0,95.0,0.0
2021-10-02,416.0,421.0,1.0,55.0,0.0
2021-10-03,432.0,327.0,16.0,6.0,82.0
2021-10-04,381.0,236.0,153.0,68.0,0.0
2021-10-05,317.0,163.0,0.0,0.0,0.0
2021-10-06,318.0,121.0,0.0,17.0,0.0
2021-10-07,408.0,574.0,0.0,83.0,0.0
2021-10-08,477.0,296.0,0.0,72.0,0.0
2021-10-09,467.0,221.0,143.0,109.0,0.0
2021-10-10,376.0,283.0,0.0,0.0,0.0
2021-10-11,621.0,419.0,0.0,0.0,0.0
2021-10-12,302.0,157.0,0.0,0.0,0.0
2021-10-13,306.0,196.0,0.0,0.0,0.0
2021-10-14,401.0,253.0,0.0,71.0,0.0
2021-10-15,610.0,308.0,0.0,1.0,0.0
2021-10-16,310.0,244.0,0.0,177.0,0.0
2021-10-17,406.0,397.0,5.0,0.0,0.0
2021-10-18,398.0,155.0,0.0,0.0,0.0
2021-10-19,167.0,101.0,0.0,0.0,0.0
2021-10-20,457.0,199.0,0.0,42.0,0.0
2021-10-21,590.0,199.0,0.0,20.0,0.0
2021-10-22,352.0,238.0,0.0,0.0,0.0
2021-10-23,411.0,233.0,100.0,121.0,0.0
2021-10-24,357.0,214.0,0.0,269.0,0.0
2021-10-25,376.0,234.0,1.0,250.0,0.0
2021-10-26,224.0,424.0,0.0,0.0,0.0
2021-10-27,301.0,96.0,0.0,0.0,0.0
2021-10-28,557.0,292.0,0.0,7.0,0.0
2021-10-29,392.0,324.0,9.0,70.0,0.0
2021-10-30,415.0,219.0,50.0,43.0,0.0
2021-10-31,450.0,185.0,0.0,0.0,0.0
2021-11-01,463.0,112.0,0.0,0.0,87.0
2021-11-02,278.0,202.0,0.0,0.0,0.0
2021-11-03,356.0,224.0,0.0,0.0,0.0
2021-11-04,426.0,315.0,49.0,0.0,0.0
2021-11-05,422.0,298.0,0.0,27.0,0.0
2021-11-06,410.0,249.0,0.0,55.0,0.0
2021-11-07,437.0,245.0,214.0,24.0,161.0
2021-11-08,475.0,453.0,31.0,0.0,0.0
2021-11-09,759.0,345.0,0.0,0.0,0.0
2021-11-10,437.0,268.0,0.0,0.0,0.0
2021-11-11,482.0,241.0,18.0,82.0,0.0
2021-11-12,540.0,294.0,153.0,0.0,0.0
2021-11-13,570.0,253.0,35.0,272.0,0.0
2021-11-14,524.0,395.0,82.0,92.0,0.0
2021-11-15,530.0,199.0,0.0,0.0,0.0
2021-11-16,438.0,130.0,0.0,0.0,0.0
2021-11-17,499.0,226.0,0.0,0.0,0.0
2021-11-18,507.0,290.0,61.0,159.0,0.0
2021-11-19,993.0,390.0,12.0,153.0,0.0
2021-11-20,529.0,255.0,0.0,0.0,0.0
2021-11-21,702.0,244.0,56.0,0.0,0.0
2021-11-22,547.0,235.0,0.0,71.0,0.0
2021-11-23,492.0,207.0,0.0,0.0,0.0
2021-11-24,454.0,278.0,0.0,0.0,0.0
2021-11-25,516.0,191.0,24.0,0.0,0.0
2021-11-26,645.0,343.0,0.0,0.0,0.0
2021-11-27,622.0,300.0,64.0,11.0,0.0
2021-11-28,541.0,178.0,50.0,0.0,0.0
2021-11-29,803.0,167.0,0.0,0.0,0.0
2021-11-30,427.0,162.0,0.0,0.0,0.0
2021-12-01,536.0,164.0,1.0,0.0,0.0
2021-12-02,613.0,259.0,10.0,0.0,0.0
2021-12-03,803.0,288.0,0.0,14.0,0.0
2021-12-04,574.0,284.0,45.0,433.0,0.0
2021-12-05,602.0,328.0,12.0,0.0,0.0
2021-12-06,569.0,184.0,0.0,0.0,0.0
2021-12-07,493.0,218.0,0.0,0.0,0.0
2021-12-08,376.0,420.0,78.0,0.0,0.0
